Text,Sentiment,cleaned_text
"#AMZN at all-time highs pre-market , aapl still plunging.  should be an interesting trading day!",1,amzn alltime high premarket aapl still plunging interesting trading day
See risk to ES_F 1442.00-1423.75 as bearish momentum divergences resolve SPX SPY #stocks.   ,-1,see risk es_f bearish momentum divergence resolve spx spy stock
user: ONXX strong price & vol expansion friday. possibly looking for higher prices  > another biotech with 2 levels,1,user onxx strong price vol expansion friday possibly looking higher price another biotech level
ZNGA Momentum building to the upside.? On watch.,1,znga momentum building upside watch
ES from watch list also fast move today  volume of 77% ave full day as usually tiny volume  ,1,e watch list also fast move today volume ave full day usually tiny volume
TWI like this long 24% short...  ,1,twi like long short
"Green Weekly Triangle on HEO,....pdating  ",-1,green weekly triangle heopdating
EOG - 60 min pullback to breakout - watching 1/2 position    ,1,eog min pullback breakout watching position
KCG to 3.75?,1,kcg
ZCS almost hit my stop loss...glad to see it heading back up,1,zcs almost hit stop lossglad see heading back
AAP closed my short for some nice gains.,-1,aap closed short nice gain
"V beautiful uptrend since June '12. Never once broke higher high, higher low trend  ",1,v beautiful uptrend since june never broke higher high higher low trend
The most awesome AAP trendline ever. Since 1986!!   ,-1,awesome aap trendline ever since
"DDD - ong  27.95. Trailing Stop  42.35 from 7 prior Stops of 41.70, 39.03, 36.53, 32.35, 27.95, 25.44 and 22.93 -  ",1,ddd ong trailing stop prior stop
NX was largest watch list gainer new buy on Friday and biggest mover today so protect gains  ,1,nx largest watch list gainer new buy friday biggest mover today protect gain
"Green Weekly Triangle on KTOS,....pdating  ",-1,green weekly triangle ktospdating
ak corrected me - PPHM  largest watch list gainer today - though it gapped up big on open   ,1,ak corrected pphm largest watch list gainer today though gapped big open
AAP positive close above 530 today is bullish. I'll be looking for possible ONG set up.,1,aap positive close today bullish ill looking possible ong set
CEG possible ONG today if you want to play the JPMOGAN BIOtech conference.,1,ceg possible ong today want play jpmogan biotech conference
"FME: ong  10.25. Trailing Stop  13.75 from 8 prior Stops of 12.29, 11.50, 10.97, 10.63, 10.36, ... 9.64 & 9.03 -  ",1,fme ong trailing stop prior stop
I showed this MA on Friday with the upside orange dot traget at 517+ hit that this morn now red dot  ,-1,showed friday upside orange dot traget hit morn red dot
TO triggered above 34. First target 34.55-.90,1,triggered first target
SXC - breaking above key downward channel level. ikely to move much higher from here.  ,1,sxc breaking key downward channel level ikely move much higher
"must follow the young man user: AMZN the data company, not the retailer.  A new post by me.   ",1,must follow young man user amzn data company retailer new post
PG short back on,-1,pg short back
OVTI downgrade on Sept 7th 16.77 after Q1 looking good. next filing Q3 end of feb.  ,-1,ovti downgrade sept th q looking good next filing q end feb
VS option trader sells 26k of the 47.25 - 52.25 call spreads in March. Big bet that stock will be below 47.25 by March expiry,-1,v option trader sell k call spread march big bet stock march expiry
"AA option traders bet on bad earnings selling 6,200 Jan 9C and buying 3,200 Jan 9P. Could be hedge on stock. Both trades against low OI",-1,aa option trader bet bad earnings selling jan c buying jan p could hedge stock trade low oi
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,-1,skx q operational cash flow negative million million decline vsq
SKX 9 mos. 2012 operational cash flow negative 20 million. 95 million decline vs. 9mos 2011,-1,skx mo operational cash flow negative million million decline v mo
"ed Weekly Triangle on SNSS,.....pdating  ",1,ed weekly triangle snsspdating
BAC avrg 12.127 ,1,bac avrg
First trade coming back from vacation. HOT short at 59.80. Stop at 60.30,-1,first trade coming back vacation hot short stop
"Green Weekly Triangle on SCC,....pdating  ",-1,green weekly triangle sccpdating
PODD breaking out to new 52wk highs from a decent base  ,1,podd breaking new wk high decent base
3 horsemen of high beta momo chase FS GMC NFX being slammed a bit here : advanced tell that the new year party is over for the mrkt ?,-1,horseman high beta momo chase f gmc nfx slammed bit advanced tell new year party mrkt
PNA looks like a solid set up,1,pna look like solid set
Names to buy on pullbacks GS CEG FB F,1,name buy pullback g ceg fb f
BA for a flush down,-1,ba flush
"Amazon Breaks 1,600 (adjusting for the splits)  via user AMZN",1,amazon break adjusting split via user amzn
"Financials XF have been driving this mkt higher, today they are weak-ish (except for JPM) for 1st time in while, little red flag 1...",-1,financials xf driving mkt higher today weakish except jpm st time little red flag
on our ive Broadcast we got this long signal on PCN and covered discount buy-in ! needs push  ,1,ive broadcast got long signal pcn covered discount buyin need push
"AMZN VOME is a go, big boys grabbing some stocks. Higher prices to come.",1,amzn vome go big boy grabbing stock higher price come
TWI at highs not seen since September  ,1,twi high seen since september
"user won gold in our 2011 stock contest w V,  won silver in 2012 w TKC. Will his DDAIF call win in 2013?  ",1,user gold stock contest w v silver w tkc ddaif call win
AMZN FB your pick for higher prices this week. Both breaking out with considerable volume.,1,amzn fb pick higher price week breaking considerable volume
Eceryone wants a piece of PCN gorwth and magic...stakes are so high...innovation so fast and marketing stakes high  ,1,eceryone want piece pcn gorwth magicstakes highinnovation fast marketing stake high
"user scheplick It's easy to short AMZN - buy an iPad Mini, a tax prep book at Borders and some ackspace time.;-)",-1,user scheplick easy short amzn buy ipad mini tax prep book border ackspace time
Might open a position on S today. Cup and handle can make this one fly to 7-7.5 quickly.,1,might open position today cup handle make one fly quickly
"CS, KOS positive.... nice reversal in KOS",1,c ko positive nice reversal ko
AXP trying to make a move too. Getting interesting.,1,axp trying make move getting interesting
MA a strong follow thru day after breaking out to new highs last Friday - confirmation is solid  ,1,strong follow thru day breaking new high last friday confirmation solid
"V new highs, looking for higher prices from here  ",1,v new high looking higher price
CEG a strong breakout to new highs today on 2x the daily avg. volume. ooks good for more upside  ,1,ceg strong breakout new high today x daily avg volume ooks good upside
WETF cheap financial stock that is trying to b/o. Would like to see a pullback/consolidation first  ,1,wetf cheap financial stock trying bo would like see pullbackconsolidation first
"NFX shorts should be paranoid on every close as a buyout will come 1 night from aapl, msft, goog, amzn, etc.  dominate webtv long nflx",1,nfx short paranoid every close buyout come night aapl msft goog amzn etc dominate webtv long nflx
"As in the last 3 sessions, last hour buyers are back, more money need to be put to work... money flows... SPY TT ES_F",1,last session last hour buyer back money need put work money flow spy tt es_f
"user The stock isn't telling us anything new, but the trend is saying a lot. This E is AAP's most anticipated in years.",1,user stock isnt telling u anything new trend saying lot e aaps anticipated year
All of the above: rax setting up again  spy,1,rax setting spy
PCN - long entry  ,1,pcn long entry
"Green Weekly Triangle on AMPE,....Sell Short at 4.15  ",-1,green weekly triangle ampesell short
"Green Weekly & Monthly Triangle on FWS,....pdating to Monthly  ",-1,green weekly monthly triangle fwspdating monthly
"user are you saying ZAGG will up another 23%, how?",-1,user saying zagg another
"Green Weekly & Monthly Triangle on PAB,....pdating  ",-1,green weekly monthly triangle pabpdating
744.96 IS A great level for a close on GOOG,1,great level close goog
"AAP short-term outlook. 3 possible scenarios, 2 of them are bullish  ",1,aap shortterm outlook possible scenario bullish
Barclays upside case for CSOD is a year end price target of 46.  Based on 8x cy'14 revenues and 10% upside to estimates. Quite achievable!,1,barclays upside case csod year end price target based x cy revenue upside estimate quite achievable
CTXS (conservative swing) once again bouncing nicely off support (w/volume)  MCP (aggressive swing) however strong probability.,1,ctxs conservative swing bouncing nicely support wvolume mcp aggressive swing however strong probability
user: AMZN it's time for this bird to fly south!  ,-1,user amzn time bird fly south
"VVS Technicals are positive for a continued climb. SI, OBV and MACD all look good to me  ",1,vvs technical positive continued climb si obv macd look good
"AKX b/out 13.78, like the base action under spot & declining vol, ripe for pop  ",1,akx bout like base action spot declining vol ripe pop
"HAO b/out 7.20, price was rejected at 7.19 today, also high on 12/21  ",1,hao bout price rejected today also high
"HWAY b/out 11.08, nice base under the spot  ",1,hway bout nice base spot
yum down premarket through the cloud but has support at about 62.75   ,-1,yum premarket cloud support
"Multi-day downswing in ES_F favored, see demand zone at 1442.00-1423.75 SPX SPY #stocks.   ",-1,multiday downswing es_f favored see demand zone spx spy stock
"MON - not making sales here - we will be buyers of weakness, looks like game on for a while...",1,mon making sale buyer weakness look like game
FIN 9mos Operational cash flow declines 15million vs. prior yr first 9mos.  198% decline,-1,fin mo operational cash flow decline million v prior yr first mo decline
AYI Q1 Operational Cash Flow turns Negative,-1,ayi q operational cash flow turn negative
AYI 1st negative operational cash flow quarter since quarter Novemebr 2008,-1,ayi st negative operational cash flow quarter since quarter novemebr
AYI 2013 Q1 operational Cash flow negative 14.5 million. decline of 41 million vs. Q1 2012.  152% decline,-1,ayi q operational cash flow negative million decline million v q decline
